name,rating,price,link
"acer one 14 business laptop amd ryzen 3 3250u processor (8gb ram/256gb ssd/amd radeon graphics/windows 11 home) z2-493 with 35.56 cm (14.0"") hd display",3.7,23940,/Acer-Business-Processor-Graphics-Z2-493/dp/B0B42QJMJP/ref=sr_1_38?dib=eyJ2IjoiMSJ9.TIJf1YoXsTCcegc4DFC-O6uC0bAXlMTgMx_JrJ3QWZVu1ruUeGngaD5HO3SqcsazgrgLk9QIPQFvnxj-euxWIlm_FCfhIrpkPDWQOG2c09JbR0xjPUbXGl43DPUdYHN_qnioM_2kDHpXv_W8TvHylSol64hSpb2V7Iy5cr3bQkvI83mvt7CYg3sYX_4mtY8Vp5vr4_zYhTnhDCBg46QTIzzdVnF9tuas1XKvhdJU6xc.v8OHEWP4NzwWL6VBvXa1q8_SG4uYe-e64MTd0mUQ1oA&dib_tag=se&keywords=laptop&qid=1738436339&sr=8-38&xpid=33P0v7PZbFYE1
"hp omen gaming laptop, amd ryzen 9 7940hs ai-powered, 8gb rtx 4070 gpu, 16.1-inch (40.9 cm), fhd, ips, 165hz, 300 nits, 16gb ddr5, 1tb ssd, rgb backlit kb, b&o (black, 2.38 kg), xf0100ax",3.1,139990,/HP-AI-Powered-16-1-inch-Backlit-xf0100AX/dp/B0D1BT9SXF/ref=sr_1_41?dib=eyJ2IjoiMSJ9.TIJf1YoXsTCcegc4DFC-O6uC0bAXlMTgMx_JrJ3QWZVu1ruUeGngaD5HO3SqcsazgrgLk9QIPQFvnxj-euxWIlm_FCfhIrpkPDWQOG2c09JbR0xjPUbXGl43DPUdYHN_qnioM_2kDHpXv_W8TvHylSol64hSpb2V7Iy5cr3bQkvI83mvt7CYg3sYX_4mtY8Vp5vr4_zYhTnhDCBg46QTIzzdVnF9tuas1XKvhdJU6xc.v8OHEWP4NzwWL6VBvXa1q8_SG4uYe-e64MTd0mUQ1oA&dib_tag=se&keywords=laptop&qid=1738436339&sr=8-41&xpid=33P0v7PZbFYE1
"lenovo v15 g4 2024 smart laptop, amd ryzen 5 7520u 15.6 inch fhd display, amd graphics, 8 gb ddr5 5500mhz ram, 512gb ssd nvme, windows 11, ms-office, dolby audio, arctic grey, 1 year warranty",3.6,31980,/Lenovo-Graphics-LPDDR5-5500-11-MS-Office-Warranty/dp/B08BV4VMH9/ref=sr_1_42?dib=eyJ2IjoiMSJ9.TIJf1YoXsTCcegc4DFC-O6uC0bAXlMTgMx_JrJ3QWZVu1ruUeGngaD5HO3SqcsazgrgLk9QIPQFvnxj-euxWIlm_FCfhIrpkPDWQOG2c09JbR0xjPUbXGl43DPUdYHN_qnioM_2kDHpXv_W8TvHylSol64hSpb2V7Iy5cr3bQkvI83mvt7CYg3sYX_4mtY8Vp5vr4_zYhTnhDCBg46QTIzzdVnF9tuas1XKvhdJU6xc.v8OHEWP4NzwWL6VBvXa1q8_SG4uYe-e64MTd0mUQ1oA&dib_tag=se&keywords=laptop&qid=1738436339&sr=8-42&xpid=33P0v7PZbFYE1
"lenovo ideapad slim 3 amd ryzenTM 5 7520u 14"" fhd (1920x1080) anti-glare thin and light laptop (8 gb/512gb sdd/windows 11 home/1yr warranty/arctic grey/1.37kg), 82xn006tin",4.5,36990,/Lenovo-1920x1080-Anti-Glare-Warranty-82XN006TIN/dp/B0DR9663P7/ref=sr_1_43?dib=eyJ2IjoiMSJ9.TIJf1YoXsTCcegc4DFC-O6uC0bAXlMTgMx_JrJ3QWZVu1ruUeGngaD5HO3SqcsazgrgLk9QIPQFvnxj-euxWIlm_FCfhIrpkPDWQOG2c09JbR0xjPUbXGl43DPUdYHN_qnioM_2kDHpXv_W8TvHylSol64hSpb2V7Iy5cr3bQkvI83mvt7CYg3sYX_4mtY8Vp5vr4_zYhTnhDCBg46QTIzzdVnF9tuas1XKvhdJU6xc.v8OHEWP4NzwWL6VBvXa1q8_SG4uYe-e64MTd0mUQ1oA&dib_tag=se&keywords=laptop&qid=1738436339&sr=8-43&xpid=33P0v7PZbFYE1
"asus vivobook go 15 (oled) 2023, amd ryzen 5 7520u, 15.6""(39.62 cm) fhd oled, thin & light laptop (16gb/512gb ssd/windows 11/office 2021/alexa built-in/backlit kb/green grey/1.63 kg), e1504fa-lk543ws",4.2,48990,/ASUS-Vivobook-Windows-Backlit-E1504FA-LK543WS/dp/B0BTWDLRBQ/ref=sr_1_44?dib=eyJ2IjoiMSJ9.TIJf1YoXsTCcegc4DFC-O6uC0bAXlMTgMx_JrJ3QWZVu1ruUeGngaD5HO3SqcsazgrgLk9QIPQFvnxj-euxWIlm_FCfhIrpkPDWQOG2c09JbR0xjPUbXGl43DPUdYHN_qnioM_2kDHpXv_W8TvHylSol64hSpb2V7Iy5cr3bQkvI83mvt7CYg3sYX_4mtY8Vp5vr4_zYhTnhDCBg46QTIzzdVnF9tuas1XKvhdJU6xc.v8OHEWP4NzwWL6VBvXa1q8_SG4uYe-e64MTd0mUQ1oA&dib_tag=se&keywords=laptop&qid=1738436339&sr=8-44&xpid=33P0v7PZbFYE1
"acer aspire 3 laptop intel core celeron n4500 processor laptop (8 gb lpddr4x sdram/512 gb ssd/win11 home/38 whr/hd webcam) a324-45 with 35.56 cm (14"") hd display, pure silver, 1.3 kg",3.3,0,/Acer-Celeron-Processor-LPDDR4X-A324-45/dp/B0D7PSTHRD/ref=sr_1_48?dib=eyJ2IjoiMSJ9.TIJf1YoXsTCcegc4DFC-O6uC0bAXlMTgMx_JrJ3QWZVu1ruUeGngaD5HO3SqcsazgrgLk9QIPQFvnxj-euxWIlm_FCfhIrpkPDWQOG2c09JbR0xjPUbXGl43DPUdYHN_qnioM_2kDHpXv_W8TvHylSol64hSpb2V7Iy5cr3bQkvI83mvt7CYg3sYX_4mtY8Vp5vr4_zYhTnhDCBg46QTIzzdVnF9tuas1XKvhdJU6xc.v8OHEWP4NzwWL6VBvXa1q8_SG4uYe-e64MTd0mUQ1oA&dib_tag=se&keywords=laptop&qid=1738436339&sr=8-48&xpid=33P0v7PZbFYE1
"acer aspire 3 laptop intel core celeron n4500 processor laptop (8 gb lpddr4x sdram/512 gb ssd/win11 home/38 whr/hd webcam) a325-45 with 39.63 cm (15.6"") hd display, pure silver, 1.5 kg",3.3,23990,/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PYTTGH/ref=sr_1_17?dib=eyJ2IjoiMSJ9.7H9MG1nQdTesZk8hdG075WR5QkIKpeZWSMnNVWJCa3S2sWMEMsdWDBwmOLNXmssIZZh1eXE1tP5xZBEKDCYddipU4EA6v6TYkeNjr6yPnC_8MfcIChfDY-uOLJKVWhXH2DDfhUf8nDTLYR2SICl5maoQWWIskxM_EfKOVvIhtF5x3WYlWFqqwuYGRkgVdGKE9UUfVzh9TJ16zSOS45r9W2J2lp0LxWiwcSDYsDly8jM.XLfraTBRanLY66-_5XQ_4vh7h2IfJB7lG7rAZjpjD-A&dib_tag=se&keywords=laptop&qid=1738436376&sr=8-17&xpid=33P0v7PZbFYE1
"lenovo v15 g4 (2024), amd ryzen 5 7520u quad core - (8gb/512gb ssd/amd radeon graphics/windows 11 home) business laptop/15.6"" fhd display/arctic grey/1.57 kg/ms office",4.6,31980,/Lenovo-V15-Ryzen-7520U-Quad/dp/B0DKY4SLTR/ref=sr_1_18?dib=eyJ2IjoiMSJ9.7H9MG1nQdTesZk8hdG075WR5QkIKpeZWSMnNVWJCa3S2sWMEMsdWDBwmOLNXmssIZZh1eXE1tP5xZBEKDCYddipU4EA6v6TYkeNjr6yPnC_8MfcIChfDY-uOLJKVWhXH2DDfhUf8nDTLYR2SICl5maoQWWIskxM_EfKOVvIhtF5x3WYlWFqqwuYGRkgVdGKE9UUfVzh9TJ16zSOS45r9W2J2lp0LxWiwcSDYsDly8jM.XLfraTBRanLY66-_5XQ_4vh7h2IfJB7lG7rAZjpjD-A&dib_tag=se&keywords=laptop&qid=1738436376&sr=8-18&xpid=33P0v7PZbFYE1
"hp victus, amd ryzen 5 5600h, nvidia rtx 3050, 16gb ddr4, 512gb ssd (win11, office21, blue, 2.37kg) 144hz, 9ms, ips, 15.6-inch(39.6cm) gaming laptop, backlit kb, enhanced cooling, fb0106ax/fb0112ax",4.1,57990,/HP-GeForce-Graphics-Response-15-fb0106AX/dp/B0BWS9YNCX/ref=sr_1_19?dib=eyJ2IjoiMSJ9.7H9MG1nQdTesZk8hdG075WR5QkIKpeZWSMnNVWJCa3S2sWMEMsdWDBwmOLNXmssIZZh1eXE1tP5xZBEKDCYddipU4EA6v6TYkeNjr6yPnC_8MfcIChfDY-uOLJKVWhXH2DDfhUf8nDTLYR2SICl5maoQWWIskxM_EfKOVvIhtF5x3WYlWFqqwuYGRkgVdGKE9UUfVzh9TJ16zSOS45r9W2J2lp0LxWiwcSDYsDly8jM.XLfraTBRanLY66-_5XQ_4vh7h2IfJB7lG7rAZjpjD-A&dib_tag=se&keywords=laptop&qid=1738436376&sr=8-19&xpid=33P0v7PZbFYE1
"lenovo loq 2024 amd ryzen 7 7435hs | nvidia rtx 4060 8gb (24gb ram/512gb ssd/15.6"" (39.6cm)/windows 11/office home 2024/100% srgb/3 mon. game pass/grey/2.4kg), 83jc00ehin gaming laptop",4.1,91490,/Lenovo-7435HS-NVIDIA-Windows-83JC00EHIN/dp/B0DPQJZ3JR/ref=sr_1_20?dib=eyJ2IjoiMSJ9.7H9MG1nQdTesZk8hdG075WR5QkIKpeZWSMnNVWJCa3S2sWMEMsdWDBwmOLNXmssIZZh1eXE1tP5xZBEKDCYddipU4EA6v6TYkeNjr6yPnC_8MfcIChfDY-uOLJKVWhXH2DDfhUf8nDTLYR2SICl5maoQWWIskxM_EfKOVvIhtF5x3WYlWFqqwuYGRkgVdGKE9UUfVzh9TJ16zSOS45r9W2J2lp0LxWiwcSDYsDly8jM.XLfraTBRanLY66-_5XQ_4vh7h2IfJB7lG7rAZjpjD-A&dib_tag=se&keywords=laptop&qid=1738436376&sr=8-20&xpid=33P0v7PZbFYE1
"asus vivobook go 14, thin and light laptop, amd ryzen 3 7320u, 14"" (35.56 cm) fhd, (8 gb ram/512gb ssd/windows 11/office 2021/42whr /black/1.38 kg), e1404fa-nk325ws",4,31990,/ASUS-Vivobook-Laptop-Office-E1404FA-NK325WS/dp/B0CCPC5DTD/ref=sr_1_21?dib=eyJ2IjoiMSJ9.7H9MG1nQdTesZk8hdG075WR5QkIKpeZWSMnNVWJCa3S2sWMEMsdWDBwmOLNXmssIZZh1eXE1tP5xZBEKDCYddipU4EA6v6TYkeNjr6yPnC_8MfcIChfDY-uOLJKVWhXH2DDfhUf8nDTLYR2SICl5maoQWWIskxM_EfKOVvIhtF5x3WYlWFqqwuYGRkgVdGKE9UUfVzh9TJ16zSOS45r9W2J2lp0LxWiwcSDYsDly8jM.XLfraTBRanLY66-_5XQ_4vh7h2IfJB7lG7rAZjpjD-A&dib_tag=se&keywords=laptop&qid=1738436376&sr=8-21&xpid=33P0v7PZbFYE1
"(refurbished) lenovo thinkpad x270 7th gen intel core i7 thin & light hd laptop (16 gb ddr4 ram|1 tb ssd|12.5"" (31.8 cm) hd display|windows 11|ms office|wifi|bt|webcam|intel graphics)",3.6,21999,/Refurbished-Lenovo-ThinkPad-Display-Graphics/dp/B0DQD5ZKN4/ref=sr_1_23?dib=eyJ2IjoiMSJ9.7H9MG1nQdTesZk8hdG075WR5QkIKpeZWSMnNVWJCa3S2sWMEMsdWDBwmOLNXmssIZZh1eXE1tP5xZBEKDCYddipU4EA6v6TYkeNjr6yPnC_8MfcIChfDY-uOLJKVWhXH2DDfhUf8nDTLYR2SICl5maoQWWIskxM_EfKOVvIhtF5x3WYlWFqqwuYGRkgVdGKE9UUfVzh9TJ16zSOS45r9W2J2lp0LxWiwcSDYsDly8jM.XLfraTBRanLY66-_5XQ_4vh7h2IfJB7lG7rAZjpjD-A&dib_tag=se&keywords=laptop&qid=1738436376&sr=8-23&xpid=33P0v7PZbFYE1
"asus vivobook go 14, amd ryzen 3 7320u, thin and light laptop, 14"" (35.56 cm) fhd, (8 gb ram/512gb ssd/windows 11/office 2021/42whr /silver/1.38 kg), e1404fa-nk321ws",4,31990,/ASUS-Vivobook-14-inch-Windows-E1404FA-NK321WS/dp/B0C37G66X5/ref=sr_1_27?dib=eyJ2IjoiMSJ9.7H9MG1nQdTesZk8hdG075WR5QkIKpeZWSMnNVWJCa3S2sWMEMsdWDBwmOLNXmssIZZh1eXE1tP5xZBEKDCYddipU4EA6v6TYkeNjr6yPnC_8MfcIChfDY-uOLJKVWhXH2DDfhUf8nDTLYR2SICl5maoQWWIskxM_EfKOVvIhtF5x3WYlWFqqwuYGRkgVdGKE9UUfVzh9TJ16zSOS45r9W2J2lp0LxWiwcSDYsDly8jM.XLfraTBRanLY66-_5XQ_4vh7h2IfJB7lG7rAZjpjD-A&dib_tag=se&keywords=laptop&qid=1738436376&sr=8-27&xpid=33P0v7PZbFYE1
"dell [smartchoice] windows 11 home, intel core i3-1215u, 12th gen (8gb ram/512gb ssd/fhd/window 11/ms office' 21/15""(38 cm)/15 month mcafee/black/1.69kg laptop",3.6,33990,/Dell-Smartchoice-i3-1215U-Processor-Spill-Resistant/dp/B0BQJ68HHC/ref=sr_1_28?dib=eyJ2IjoiMSJ9.7H9MG1nQdTesZk8hdG075WR5QkIKpeZWSMnNVWJCa3S2sWMEMsdWDBwmOLNXmssIZZh1eXE1tP5xZBEKDCYddipU4EA6v6TYkeNjr6yPnC_8MfcIChfDY-uOLJKVWhXH2DDfhUf8nDTLYR2SICl5maoQWWIskxM_EfKOVvIhtF5x3WYlWFqqwuYGRkgVdGKE9UUfVzh9TJ16zSOS45r9W2J2lp0LxWiwcSDYsDly8jM.XLfraTBRanLY66-_5XQ_4vh7h2IfJB7lG7rAZjpjD-A&dib_tag=se&keywords=laptop&qid=1738436376&sr=8-28&xpid=33P0v7PZbFYE1
"lenovo ideapad slim 3 intel core i3 12th gen 15.6 inch (39.62cm) fhd thin & light laptop (8gb/512gb ssd/windows 11/office 2021/3months game pass/arctic grey/1.63kg), 82rk00vwin",4.1,33975,/Lenovo-IdeaPad-39-62cm-Windows-82RK00VWIN/dp/B0CR7WG86N/ref=sr_1_29?dib=eyJ2IjoiMSJ9.7H9MG1nQdTesZk8hdG075WR5QkIKpeZWSMnNVWJCa3S2sWMEMsdWDBwmOLNXmssIZZh1eXE1tP5xZBEKDCYddipU4EA6v6TYkeNjr6yPnC_8MfcIChfDY-uOLJKVWhXH2DDfhUf8nDTLYR2SICl5maoQWWIskxM_EfKOVvIhtF5x3WYlWFqqwuYGRkgVdGKE9UUfVzh9TJ16zSOS45r9W2J2lp0LxWiwcSDYsDly8jM.XLfraTBRanLY66-_5XQ_4vh7h2IfJB7lG7rAZjpjD-A&dib_tag=se&keywords=laptop&qid=1738436376&sr=8-29&xpid=33P0v7PZbFYE1
"lenovo ideapad slim 3 12th gen intel core i5-12450h 15.6"" (39.6cm) fhd ips thin & light laptop (16gb/512gb ssd/intel uhd graphics/win 11/mso 21/backlit kb/1 yr adp free/grey/1.6kg), 83er008din",3.8,50200,/Lenovo-IdeaPad-i5-12450H-Warranty-83ER008DIN/dp/B0CNVH114V/ref=sr_1_30?dib=eyJ2IjoiMSJ9.7H9MG1nQdTesZk8hdG075WR5QkIKpeZWSMnNVWJCa3S2sWMEMsdWDBwmOLNXmssIZZh1eXE1tP5xZBEKDCYddipU4EA6v6TYkeNjr6yPnC_8MfcIChfDY-uOLJKVWhXH2DDfhUf8nDTLYR2SICl5maoQWWIskxM_EfKOVvIhtF5x3WYlWFqqwuYGRkgVdGKE9UUfVzh9TJ16zSOS45r9W2J2lp0LxWiwcSDYsDly8jM.XLfraTBRanLY66-_5XQ_4vh7h2IfJB7lG7rAZjpjD-A&dib_tag=se&keywords=laptop&qid=1738436376&sr=8-30&xpid=33P0v7PZbFYE1
"lenovo ideapad slim 3 13th gen intel core i7-13620h 15.6"" (39.62cm) fhdips300 nits thin&light laptop (16gb/512gb ssd/intel uhdgraphics/win11/office home 2024/1yradp free/arctic-grey/1.6kg), 83em00gtin",3.9,63990,/Lenovo-i7-13620H-UHDGraphics-ARCTIC-Grey-83EM00GTIN/dp/B0DL5N2TFC/ref=sr_1_31?dib=eyJ2IjoiMSJ9.7H9MG1nQdTesZk8hdG075WR5QkIKpeZWSMnNVWJCa3S2sWMEMsdWDBwmOLNXmssIZZh1eXE1tP5xZBEKDCYddipU4EA6v6TYkeNjr6yPnC_8MfcIChfDY-uOLJKVWhXH2DDfhUf8nDTLYR2SICl5maoQWWIskxM_EfKOVvIhtF5x3WYlWFqqwuYGRkgVdGKE9UUfVzh9TJ16zSOS45r9W2J2lp0LxWiwcSDYsDly8jM.XLfraTBRanLY66-_5XQ_4vh7h2IfJB7lG7rAZjpjD-A&dib_tag=se&keywords=laptop&qid=1738436376&sr=8-31&xpid=33P0v7PZbFYE1
"hp laptop 250 g9 (2024), intel core i3 12th gen 1215u - (16gb/512gb ssd/intel iris xe graphics/windows 11 pro) thin and light business laptop/15.6"" (39.62cm)/silver/1.57 kg/ms office 2021 pro plus",3,34520,/HP-Laptop-250-Intel-1215U/dp/B0DJCSYLFJ/ref=sr_1_32?dib=eyJ2IjoiMSJ9.7H9MG1nQdTesZk8hdG075WR5QkIKpeZWSMnNVWJCa3S2sWMEMsdWDBwmOLNXmssIZZh1eXE1tP5xZBEKDCYddipU4EA6v6TYkeNjr6yPnC_8MfcIChfDY-uOLJKVWhXH2DDfhUf8nDTLYR2SICl5maoQWWIskxM_EfKOVvIhtF5x3WYlWFqqwuYGRkgVdGKE9UUfVzh9TJ16zSOS45r9W2J2lp0LxWiwcSDYsDly8jM.XLfraTBRanLY66-_5XQ_4vh7h2IfJB7lG7rAZjpjD-A&dib_tag=se&keywords=laptop&qid=1738436376&sr=8-32&xpid=33P0v7PZbFYE1
"msi thin 15, intel core i5-13420h, 40cm fhd 144hz gaming laptop(16gb/512gb nvme ssd/windows 11 home/nvidia geforce rtx 2050,gddr6 4gb /cosmos gray/1.86kg), b13ucx-1807in",4.2,53500,/MSI-i5-13420H-Windows-GeForce-B13UCX-1807IN/dp/B0CV9H7TN6/ref=sr_1_49?dib=eyJ2IjoiMSJ9.ZH3de5l3WhyPQ9Ysw8wDJ2ZUD4m4qHib9BzQhXYY95gO2BZrEDXep7UhJ-70DHW8Z2ISnI0bVjbAfFvP--zeDbR7lM9Mv6Frq9Tv8zZli2Tz0h1SwDym3vge8BelFa_LTvU1SGlwSF8Wpddq_VLqnXlDWoNXnxrMk4sYcM-tM-eJ4sHP_C1K0zgeWcRgQhePqVa9UZWop82CW4tauA4Sg5PqoeOrJlNGpV50iyQ8WV8.VLLDR7ySE8TiZqZMjDHRINAY8ACe_Co6pzv0OQN8vEE&dib_tag=se&keywords=laptop&qid=1738436396&sr=8-49&xpid=33P0v7PZbFYE1
"lenovo ideapad slim 3 12th gen intel core i5-12450h (16gb ram/512gb ssd/fhd/14 (35.5cm)/windows 11/office home 2024/alexa built-in/3 mon. game pass/grey/1.37kg), 83eq0072in laptop",3.9,52990,/Lenovo-IdeaPad-i5-12450H-Windows-83EQ0072IN/dp/B0DP7BZ8FD/ref=sr_1_50?dib=eyJ2IjoiMSJ9.ZH3de5l3WhyPQ9Ysw8wDJ2ZUD4m4qHib9BzQhXYY95gO2BZrEDXep7UhJ-70DHW8Z2ISnI0bVjbAfFvP--zeDbR7lM9Mv6Frq9Tv8zZli2Tz0h1SwDym3vge8BelFa_LTvU1SGlwSF8Wpddq_VLqnXlDWoNXnxrMk4sYcM-tM-eJ4sHP_C1K0zgeWcRgQhePqVa9UZWop82CW4tauA4Sg5PqoeOrJlNGpV50iyQ8WV8.VLLDR7ySE8TiZqZMjDHRINAY8ACe_Co6pzv0OQN8vEE&dib_tag=se&keywords=laptop&qid=1738436396&sr=8-50&xpid=33P0v7PZbFYE1
"lenovo v15 intel celeron n4500 15.6"" (39.62 cm) fhd (1920x1080) antiglare 250 nits thin and light laptop (8gb ram/256gb ssd/windows 11 home/black/1y onsite/1.7 kg), 82qya00min",3.9,21990,/Lenovo-Celeron-1920x1080-Antiglare-82QYA00MIN/dp/B0C28FKJXG/ref=sr_1_51?dib=eyJ2IjoiMSJ9.ZH3de5l3WhyPQ9Ysw8wDJ2ZUD4m4qHib9BzQhXYY95gO2BZrEDXep7UhJ-70DHW8Z2ISnI0bVjbAfFvP--zeDbR7lM9Mv6Frq9Tv8zZli2Tz0h1SwDym3vge8BelFa_LTvU1SGlwSF8Wpddq_VLqnXlDWoNXnxrMk4sYcM-tM-eJ4sHP_C1K0zgeWcRgQhePqVa9UZWop82CW4tauA4Sg5PqoeOrJlNGpV50iyQ8WV8.VLLDR7ySE8TiZqZMjDHRINAY8ACe_Co6pzv0OQN8vEE&dib_tag=se&keywords=laptop&qid=1738436396&sr=8-51&xpid=33P0v7PZbFYE1
"dell inspiron 3530 13th gen laptop, intel core i3-1305u/8gb/512gb ssd/15.6"" (39.62cm) fhd wva ag 120hz 250 nits narrow border/windows 11+mso'21/mcafee 15 month/platinum silver/1.62kg",3.7,37990,/Dell-Inspiron-i3-1305U-39-62cm-Platinum/dp/B0DRKPKH7P/ref=sr_1_52?dib=eyJ2IjoiMSJ9.ZH3de5l3WhyPQ9Ysw8wDJ2ZUD4m4qHib9BzQhXYY95gO2BZrEDXep7UhJ-70DHW8Z2ISnI0bVjbAfFvP--zeDbR7lM9Mv6Frq9Tv8zZli2Tz0h1SwDym3vge8BelFa_LTvU1SGlwSF8Wpddq_VLqnXlDWoNXnxrMk4sYcM-tM-eJ4sHP_C1K0zgeWcRgQhePqVa9UZWop82CW4tauA4Sg5PqoeOrJlNGpV50iyQ8WV8.VLLDR7ySE8TiZqZMjDHRINAY8ACe_Co6pzv0OQN8vEE&dib_tag=se&keywords=laptop&qid=1738436396&sr=8-52&xpid=33P0v7PZbFYE1
"hp victus, 13th gen intel core i7-13620h, 6gb nvidia rtx 4050, 16gb ddr6, 1tb ssd (win11, office21, silver, 2.3kg) 144hz, ips, 15.6-inch(39.6cm) flicker-free gaming laptop, enhanced cooling, fa1332tx",3.7,90990,/HP-I7-13620H-15-6-Inch-Response-Fa1332Tx/dp/B0D2DHNKFB/ref=sr_1_53?dib=eyJ2IjoiMSJ9.ZH3de5l3WhyPQ9Ysw8wDJ2ZUD4m4qHib9BzQhXYY95gO2BZrEDXep7UhJ-70DHW8Z2ISnI0bVjbAfFvP--zeDbR7lM9Mv6Frq9Tv8zZli2Tz0h1SwDym3vge8BelFa_LTvU1SGlwSF8Wpddq_VLqnXlDWoNXnxrMk4sYcM-tM-eJ4sHP_C1K0zgeWcRgQhePqVa9UZWop82CW4tauA4Sg5PqoeOrJlNGpV50iyQ8WV8.VLLDR7ySE8TiZqZMjDHRINAY8ACe_Co6pzv0OQN8vEE&dib_tag=se&keywords=laptop&qid=1738436396&sr=8-53&xpid=33P0v7PZbFYE1
"hp 15, amd ryzen 5 7520u, 16gb ddr5, 512gb ssd, (win 11, office 21, silver, 1.59kg), anti-glare, micro-edge, 15.6-inch(39.6cm), fhd laptop, amd radeon graphics, 1080p fhd camera, backlit kb, fc0156au",3.2,43990,/HP-RyzenTM-15-6-inch-Speakers-15s-fc0156AU/dp/B0CY2PLQ8N/ref=sr_1_54?dib=eyJ2IjoiMSJ9.ZH3de5l3WhyPQ9Ysw8wDJ2ZUD4m4qHib9BzQhXYY95gO2BZrEDXep7UhJ-70DHW8Z2ISnI0bVjbAfFvP--zeDbR7lM9Mv6Frq9Tv8zZli2Tz0h1SwDym3vge8BelFa_LTvU1SGlwSF8Wpddq_VLqnXlDWoNXnxrMk4sYcM-tM-eJ4sHP_C1K0zgeWcRgQhePqVa9UZWop82CW4tauA4Sg5PqoeOrJlNGpV50iyQ8WV8.VLLDR7ySE8TiZqZMjDHRINAY8ACe_Co6pzv0OQN8vEE&dib_tag=se&keywords=laptop&qid=1738436396&sr=8-54&xpid=33P0v7PZbFYE1
"hp 15s,12th gen intel core i3-1215u, 8gb ddr4, 512 gb ssd(win 11, office 21, silver, 1.69kg), anti-glare, 15.6inch(39.6cm), fhd laptop, intel uhd graphics, dual speakers, hd camera, fy5006tu",4.1,35999,/HP-i3-1215U-Anti-Glare-15-6inch-Graphics/dp/B0CJBL2QWY/ref=sr_1_55?dib=eyJ2IjoiMSJ9.ZH3de5l3WhyPQ9Ysw8wDJ2ZUD4m4qHib9BzQhXYY95gO2BZrEDXep7UhJ-70DHW8Z2ISnI0bVjbAfFvP--zeDbR7lM9Mv6Frq9Tv8zZli2Tz0h1SwDym3vge8BelFa_LTvU1SGlwSF8Wpddq_VLqnXlDWoNXnxrMk4sYcM-tM-eJ4sHP_C1K0zgeWcRgQhePqVa9UZWop82CW4tauA4Sg5PqoeOrJlNGpV50iyQ8WV8.VLLDR7ySE8TiZqZMjDHRINAY8ACe_Co6pzv0OQN8vEE&dib_tag=se&keywords=laptop&qid=1738436396&sr=8-55&xpid=33P0v7PZbFYE1
"acer predator helios neo 16 gaming laptop 14th gen intel core i9 processor (windows 11 home/16 gb/1 tb ssd/nvidia geforce rtx 4070) phn16-72 with 40.64 cm (16"") wqxga display",4.1,159990,/Acer-Predator-Processor-Windows-PHN16-72/dp/B0CXPW7BRZ/ref=sr_1_56?dib=eyJ2IjoiMSJ9.ZH3de5l3WhyPQ9Ysw8wDJ2ZUD4m4qHib9BzQhXYY95gO2BZrEDXep7UhJ-70DHW8Z2ISnI0bVjbAfFvP--zeDbR7lM9Mv6Frq9Tv8zZli2Tz0h1SwDym3vge8BelFa_LTvU1SGlwSF8Wpddq_VLqnXlDWoNXnxrMk4sYcM-tM-eJ4sHP_C1K0zgeWcRgQhePqVa9UZWop82CW4tauA4Sg5PqoeOrJlNGpV50iyQ8WV8.VLLDR7ySE8TiZqZMjDHRINAY8ACe_Co6pzv0OQN8vEE&dib_tag=se&keywords=laptop&qid=1738436396&sr=8-56&xpid=33P0v7PZbFYE1
"lenovo ideapad slim 1 amd ryzen 5 5500u 15.6"" hd thin and light laptop (16gb/512gb ssd/integrated amd graphics/windows 11 home/mso 21/1yr adp free/cloud grey/1.61kg), 82r400erin",3.9,40990,/Lenovo-IdeaPad-Laptop-Windows-82R400ERIN/dp/B0CP2KRYLM/ref=sr_1_57?dib=eyJ2IjoiMSJ9.ZH3de5l3WhyPQ9Ysw8wDJ2ZUD4m4qHib9BzQhXYY95gO2BZrEDXep7UhJ-70DHW8Z2ISnI0bVjbAfFvP--zeDbR7lM9Mv6Frq9Tv8zZli2Tz0h1SwDym3vge8BelFa_LTvU1SGlwSF8Wpddq_VLqnXlDWoNXnxrMk4sYcM-tM-eJ4sHP_C1K0zgeWcRgQhePqVa9UZWop82CW4tauA4Sg5PqoeOrJlNGpV50iyQ8WV8.VLLDR7ySE8TiZqZMjDHRINAY8ACe_Co6pzv0OQN8vEE&dib_tag=se&keywords=laptop&qid=1738436396&sr=8-57&xpid=33P0v7PZbFYE1
