name,rating,price,link
"lenovo v14 g3 (2024), intel core i5 12th gen 1235u - (8gb/512gb ssd/intel uhd graphics/windows 11 home) thin and light business laptop/14.0"" fhd display/iron grey/1.57 kg/ms office",0,35990,/Lenovo-Intel-Core-12th-1235U/dp/B0DJCNK3MG/ref=sr_1_59?dib=eyJ2IjoiMSJ9.ZH3de5l3WhyPQ9Ysw8wDJ2ZUD4m4qHib9BzQhXYY95gO2BZrEDXep7UhJ-70DHW8Z2ISnI0bVjbAfFvP--zeDbR7lM9Mv6Frq9Tv8zZli2Tz0h1SwDym3vge8BelFa_LTvU1SGlwSF8Wpddq_VLqnXlDWoNXnxrMk4sYcM-tM-eJ4sHP_C1K0zgeWcRgQhePqVa9UZWop82CW4tauA4Sg5PqoeOrJlNGpV50iyQ8WV8.VLLDR7ySE8TiZqZMjDHRINAY8ACe_Co6pzv0OQN8vEE&dib_tag=se&keywords=laptop&qid=1738436396&sr=8-59&xpid=33P0v7PZbFYE1
"hp victus, 13th gen intel core i7-13620h, 8gb nvidia rtx 4060, 16gb ddr4, 1tb ssd (win11, office21, silver, 2.29kg), 144hz, 9ms, ips, 15.6-inch(39.6cm), fhd gaming laptop, enhanced cooling, fa1333tx",3.5,96999,/HP-i7-13620H-15-6-inch-Response-15-fa1333TX/dp/B0D7H15S9Z/ref=sr_1_61?dib=eyJ2IjoiMSJ9.ZH3de5l3WhyPQ9Ysw8wDJ2ZUD4m4qHib9BzQhXYY95gO2BZrEDXep7UhJ-70DHW8Z2ISnI0bVjbAfFvP--zeDbR7lM9Mv6Frq9Tv8zZli2Tz0h1SwDym3vge8BelFa_LTvU1SGlwSF8Wpddq_VLqnXlDWoNXnxrMk4sYcM-tM-eJ4sHP_C1K0zgeWcRgQhePqVa9UZWop82CW4tauA4Sg5PqoeOrJlNGpV50iyQ8WV8.VLLDR7ySE8TiZqZMjDHRINAY8ACe_Co6pzv0OQN8vEE&dib_tag=se&keywords=laptop&qid=1738436396&sr=8-61&xpid=33P0v7PZbFYE1
"hp victus, 12th gen intel core i5-12450h, nvidia rtx 2050, 16gb ddr4, 512gb ssd (win11, office21, blue, 2.3kg) 144hz, 9ms, ips, 15.6-inch(39.6cm) gaming laptop, enhanced cooling, fa1227tx/fa1314tx",4,59990,/HP-i5-12450H-15-6-inch-Response-fa1373TX/dp/B0D2DDJ6PJ/ref=sr_1_62?dib=eyJ2IjoiMSJ9.ZH3de5l3WhyPQ9Ysw8wDJ2ZUD4m4qHib9BzQhXYY95gO2BZrEDXep7UhJ-70DHW8Z2ISnI0bVjbAfFvP--zeDbR7lM9Mv6Frq9Tv8zZli2Tz0h1SwDym3vge8BelFa_LTvU1SGlwSF8Wpddq_VLqnXlDWoNXnxrMk4sYcM-tM-eJ4sHP_C1K0zgeWcRgQhePqVa9UZWop82CW4tauA4Sg5PqoeOrJlNGpV50iyQ8WV8.VLLDR7ySE8TiZqZMjDHRINAY8ACe_Co6pzv0OQN8vEE&dib_tag=se&keywords=laptop&qid=1738436396&sr=8-62&xpid=33P0v7PZbFYE1
"lenovo ideapad 3 12th gen intel core i3-1215u 14 inch (35.5cm) fhd thin & light laptop (8gb/512gb ssd/win 11/office 2021/1 year warranty/3months game pass/arctic grey/1.43kg), 82rj00fuin",4,34990,/Lenovo-IdeaPad-i3-1215U-Warranty-82RJ00FUIN/dp/B0DFH99H7X/ref=sr_1_63?dib=eyJ2IjoiMSJ9.ZH3de5l3WhyPQ9Ysw8wDJ2ZUD4m4qHib9BzQhXYY95gO2BZrEDXep7UhJ-70DHW8Z2ISnI0bVjbAfFvP--zeDbR7lM9Mv6Frq9Tv8zZli2Tz0h1SwDym3vge8BelFa_LTvU1SGlwSF8Wpddq_VLqnXlDWoNXnxrMk4sYcM-tM-eJ4sHP_C1K0zgeWcRgQhePqVa9UZWop82CW4tauA4Sg5PqoeOrJlNGpV50iyQ8WV8.VLLDR7ySE8TiZqZMjDHRINAY8ACe_Co6pzv0OQN8vEE&dib_tag=se&keywords=laptop&qid=1738436396&sr=8-63&xpid=33P0v7PZbFYE1
"acer aspire lite 12th gen intel core i3-1215u premium metal laptop (8gb ram/512gb ssd/windows 11 home) al15-52, 39.62cm (15.6"") full hd display, metal body, steel gray, 1.59 kg",3.9,30966,/Acer-i3-1215U-Premium-Windows-AL15-52/dp/B0CKLN7PSZ/ref=sr_1_64?dib=eyJ2IjoiMSJ9.ZH3de5l3WhyPQ9Ysw8wDJ2ZUD4m4qHib9BzQhXYY95gO2BZrEDXep7UhJ-70DHW8Z2ISnI0bVjbAfFvP--zeDbR7lM9Mv6Frq9Tv8zZli2Tz0h1SwDym3vge8BelFa_LTvU1SGlwSF8Wpddq_VLqnXlDWoNXnxrMk4sYcM-tM-eJ4sHP_C1K0zgeWcRgQhePqVa9UZWop82CW4tauA4Sg5PqoeOrJlNGpV50iyQ8WV8.VLLDR7ySE8TiZqZMjDHRINAY8ACe_Co6pzv0OQN8vEE&dib_tag=se&keywords=laptop&qid=1738436396&sr=8-64&xpid=33P0v7PZbFYE1
"lenovo yoga slim 7 aura edition intel evo core ultra 7 258v (32gb ram/1tb ssd/15(38.86cm)/copilot+ pc/windows 11/office home 2024/grey/1.53kg), 83hm004nin ai laptop",5,147990,/sspa/click?ie=UTF8&spc=MTozNzk2OTY3MjcyNTk3MTAyOjE3Mzg0MzY0Mjg6c3BfYXRmX25leHQ6MzAwNDU2NTA3NzM0MzMyOjowOjo&url=%2FLenovo-38-86cm-Copilot-Windows-83HM004NIN%2Fdp%2FB0DP6RBVSK%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.7H9MG1nQdTesZk8hdG075WR5QkIKpeZWSMnNVWJCa3S2sWMEMsdWDBwmOLNXmssIZZh1eXE1tP5xZBEKDCYddipU4EA6v6TYkeNjr6yPnC_8MfcIChfDY-uOLJKVWhXH2DDfhUf8nDTLYR2SICl5maoQWWIskxM_EfKOVvIhtF5x3WYlWFqqwuYGRkgVdGKELz87pnd4N-EDGQNeFKKkx_s7wnioGcYyrt3SlWENvys.GrRwfbF3cRQAxncrOxhtOXfckarmQT5QoaioxJ3almo%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1738436428%26sr%3D8-18-spons%26xpid%3D33P0v7PZbFYE1%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"asus vivobook 16 (2023), intel core i9-13900h 13th gen, thin & light laptop, 16"" (40.64 cm) fhd+,(16gb/512gb ssd/intel iris xe/win 11/office 2021/backlit kb/fingerprint/silver/1.88 kg) x1605va-mb946ws",4.2,84990,/sspa/click?ie=UTF8&spc=MTozNzk2OTY3MjcyNTk3MTAyOjE3Mzg0MzY0Mjg6c3BfbXRmOjMwMDA2NzM3NTM0NzEzMjo6MDo6&url=%2FASUS-Vivobook-i9-13900H-Fingerprint-X1605VA-MB946WS%2Fdp%2FB0CHMYJ9BK%2Fref%3Dsr_1_27_sspa%3Fdib%3DeyJ2IjoiMSJ9.7H9MG1nQdTesZk8hdG075WR5QkIKpeZWSMnNVWJCa3S2sWMEMsdWDBwmOLNXmssIZZh1eXE1tP5xZBEKDCYddipU4EA6v6TYkeNjr6yPnC_8MfcIChfDY-uOLJKVWhXH2DDfhUf8nDTLYR2SICl5maoQWWIskxM_EfKOVvIhtF5x3WYlWFqqwuYGRkgVdGKELz87pnd4N-EDGQNeFKKkx_s7wnioGcYyrt3SlWENvys.GrRwfbF3cRQAxncrOxhtOXfckarmQT5QoaioxJ3almo%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1738436428%26sr%3D8-27-spons%26xpid%3D33P0v7PZbFYE1%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"folinham 15.6 inch windows 11 pro laptop, 12gb lpddr4 512gb ssd notebook, 12th gen alder lake-n100(up to 3.4ghz), fhd(1920x1080) 16:9 ips laptops, 4k video, 2.4g/5g wifi, bt4.2, 7.6v/6500mah",5,42999,/sspa/click?ie=UTF8&spc=MTozNzk2OTY3MjcyNTk3MTAyOjE3Mzg0MzY0Mjg6c3BfYnRmOjMwMDQ0MzY3NDYyNTAzMjo6MDo6&url=%2FFOLINHAM-Windows-Notebook-Lake-N100-1920x1080%2Fdp%2FB0D319J1K7%2Fref%3Dsr_1_38_sspa%3Fdib%3DeyJ2IjoiMSJ9.7H9MG1nQdTesZk8hdG075WR5QkIKpeZWSMnNVWJCa3S2sWMEMsdWDBwmOLNXmssIZZh1eXE1tP5xZBEKDCYddipU4EA6v6TYkeNjr6yPnC_8MfcIChfDY-uOLJKVWhXH2DDfhUf8nDTLYR2SICl5maoQWWIskxM_EfKOVvIhtF5x3WYlWFqqwuYGRkgVdGKELz87pnd4N-EDGQNeFKKkx_s7wnioGcYyrt3SlWENvys.GrRwfbF3cRQAxncrOxhtOXfckarmQT5QoaioxJ3almo%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1738436428%26sr%3D8-38-spons%26xpid%3D33P0v7PZbFYE1%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"dell {smartchoice} g15-5530 core i5-13450hx| nvidia rtx 3050, 6gb (16gb ram|1tb ssd, fhd|window 11|ms office' 21|15.6"" (39.62cm)|dark shadow grey|2.65kg|gaming laptop",4,77990,/Dell-Smartchoice-G15-5530-Gaming-i5-13450HX/dp/B0CRKXDX83/ref=sr_1_65?dib=eyJ2IjoiMSJ9.kyQY7M1QLaBx5rVJqEEsOqkLam4xtelQOVl_w63gImJUyPXWiDbVZnSBcF4u99-qdAHKJ8jd9lQZ7eGuWAFOaLsSoaNMilWK2hPENx1CPvobEYFe-U5iP4WunYRZF1FUUrwcFihOfVx6AaZZQjnx0nmEqwojtk7S9y2c0PxDFQrWtsIep2ELhdmq3Yej6wE-JN6sixkSBS2DkpsjbX_BFhUBLLd19NWzR995vJZGftw.IARxkHJN5cy-W09fwnBXz6HBPSUjqwZ3dw62BjhTKoQ&dib_tag=se&keywords=laptop&qid=1738436455&sr=8-65&xpid=33P0v7PZbFYE1
"lenovo v15 12th gen intel core i7-1255u 15.6"" fhd thin and light laptop (16gb ram/512gb ssd/windows 11 home/ms office home & student 2021/iron grey/1.70 kg), 82tta073in",3.4,49990,/Lenovo-V15-i7-1255U-Windows-82TTA073IN/dp/B0DDY3XT48/ref=sr_1_66?dib=eyJ2IjoiMSJ9.kyQY7M1QLaBx5rVJqEEsOqkLam4xtelQOVl_w63gImJUyPXWiDbVZnSBcF4u99-qdAHKJ8jd9lQZ7eGuWAFOaLsSoaNMilWK2hPENx1CPvobEYFe-U5iP4WunYRZF1FUUrwcFihOfVx6AaZZQjnx0nmEqwojtk7S9y2c0PxDFQrWtsIep2ELhdmq3Yej6wE-JN6sixkSBS2DkpsjbX_BFhUBLLd19NWzR995vJZGftw.IARxkHJN5cy-W09fwnBXz6HBPSUjqwZ3dw62BjhTKoQ&dib_tag=se&keywords=laptop&qid=1738436455&sr=8-66&xpid=33P0v7PZbFYE1
"(refurbished) lenovo thinkpad t480 8th gen intel core i7 thin & light laptop (16 gb ddr4 ram|512 gb ssd|14"" (35.6 cm) hd|windows 11|wifi|bluetooth 4.1|webcam|intel hd graphics)",3.1,18880,/Refurbished-Lenovo-ThinkPad-Bluetooth-Graphics/dp/B0DHLW7D1P/ref=sr_1_68?dib=eyJ2IjoiMSJ9.kyQY7M1QLaBx5rVJqEEsOqkLam4xtelQOVl_w63gImJUyPXWiDbVZnSBcF4u99-qdAHKJ8jd9lQZ7eGuWAFOaLsSoaNMilWK2hPENx1CPvobEYFe-U5iP4WunYRZF1FUUrwcFihOfVx6AaZZQjnx0nmEqwojtk7S9y2c0PxDFQrWtsIep2ELhdmq3Yej6wE-JN6sixkSBS2DkpsjbX_BFhUBLLd19NWzR995vJZGftw.IARxkHJN5cy-W09fwnBXz6HBPSUjqwZ3dw62BjhTKoQ&dib_tag=se&keywords=laptop&qid=1738436455&sr=8-68&xpid=33P0v7PZbFYE1
"hp laptop 15s, 12th gen intel core i3-1215u, 15.6-inch (39.6 cm), fhd, 16gb ddr4, 512gb ssd, intel uhd graphics, 720p hd camera, anti-glare screen, thin & light (win 11, silver, 1.69 kg), fy5004tu",3.9,37299,/HP-i3-1215U-15-6-inch-Graphics-Speakers/dp/B0C9DDQ1WN/ref=sr_1_69?dib=eyJ2IjoiMSJ9.kyQY7M1QLaBx5rVJqEEsOqkLam4xtelQOVl_w63gImJUyPXWiDbVZnSBcF4u99-qdAHKJ8jd9lQZ7eGuWAFOaLsSoaNMilWK2hPENx1CPvobEYFe-U5iP4WunYRZF1FUUrwcFihOfVx6AaZZQjnx0nmEqwojtk7S9y2c0PxDFQrWtsIep2ELhdmq3Yej6wE-JN6sixkSBS2DkpsjbX_BFhUBLLd19NWzR995vJZGftw.IARxkHJN5cy-W09fwnBXz6HBPSUjqwZ3dw62BjhTKoQ&dib_tag=se&keywords=laptop&qid=1738436455&sr=8-69&xpid=33P0v7PZbFYE1
"lenovo v15 amd ryzen 3 7320u 15.6"" (39.62cm) fhd 250 nits antiglare thin and light laptop (8gb/512gb ssd/windows 11/arctic grey/1.65 kg), 82yu00w7in",3.8,27290,/Lenovo-39-62cm-Antiglare-Windows-82YU00W7IN/dp/B0C69Z4TKW/ref=sr_1_70?dib=eyJ2IjoiMSJ9.kyQY7M1QLaBx5rVJqEEsOqkLam4xtelQOVl_w63gImJUyPXWiDbVZnSBcF4u99-qdAHKJ8jd9lQZ7eGuWAFOaLsSoaNMilWK2hPENx1CPvobEYFe-U5iP4WunYRZF1FUUrwcFihOfVx6AaZZQjnx0nmEqwojtk7S9y2c0PxDFQrWtsIep2ELhdmq3Yej6wE-JN6sixkSBS2DkpsjbX_BFhUBLLd19NWzR995vJZGftw.IARxkHJN5cy-W09fwnBXz6HBPSUjqwZ3dw62BjhTKoQ&dib_tag=se&keywords=laptop&qid=1738436455&sr=8-70&xpid=33P0v7PZbFYE1
"asus vivobook go 14 (2023), amd ryzen 5 7520u, 14-inch (35.56 cm) fhd, thin & light laptop (8gb/512gb ssd/windows 11/office 2021/alexa built-in/silver/1.38 kg), e1404fa-nk521ws",4,37318,/ASUS-Vivobook-14-inch-Windows-E1404FA-NK521WS/dp/B0BVMM9CW5/ref=sr_1_71?dib=eyJ2IjoiMSJ9.kyQY7M1QLaBx5rVJqEEsOqkLam4xtelQOVl_w63gImJUyPXWiDbVZnSBcF4u99-qdAHKJ8jd9lQZ7eGuWAFOaLsSoaNMilWK2hPENx1CPvobEYFe-U5iP4WunYRZF1FUUrwcFihOfVx6AaZZQjnx0nmEqwojtk7S9y2c0PxDFQrWtsIep2ELhdmq3Yej6wE-JN6sixkSBS2DkpsjbX_BFhUBLLd19NWzR995vJZGftw.IARxkHJN5cy-W09fwnBXz6HBPSUjqwZ3dw62BjhTKoQ&dib_tag=se&keywords=laptop&qid=1738436455&sr=8-71&xpid=33P0v7PZbFYE1
"hp 15 ai laptop, intel core ultra 5 125h,12 tops, 16gb ddr5, 1tb ssd,(win 11, silver, 1.65 kg),anti-glare, 15.6-inch (39.6 cm), fhd, intel arc graphics, fhd camera, backlit kb, fd1197tu",3.4,72990,/HP-Anti-Glare-15-6-inch-Graphics-fd1197TU/dp/B0DGX5X7NZ/ref=sr_1_72?dib=eyJ2IjoiMSJ9.kyQY7M1QLaBx5rVJqEEsOqkLam4xtelQOVl_w63gImJUyPXWiDbVZnSBcF4u99-qdAHKJ8jd9lQZ7eGuWAFOaLsSoaNMilWK2hPENx1CPvobEYFe-U5iP4WunYRZF1FUUrwcFihOfVx6AaZZQjnx0nmEqwojtk7S9y2c0PxDFQrWtsIep2ELhdmq3Yej6wE-JN6sixkSBS2DkpsjbX_BFhUBLLd19NWzR995vJZGftw.IARxkHJN5cy-W09fwnBXz6HBPSUjqwZ3dw62BjhTKoQ&dib_tag=se&keywords=laptop&qid=1738436455&sr=8-72&xpid=33P0v7PZbFYE1
"hp victus, amd ryzen 5 5600h, amd radeon rx 6500 graphics, 8gb ddr4, 512gb ssd, ips, 15.6-inch(39.6cm) fhd gaming laptop, enhanced cooling (win 11, office 21, blue, 2.37kg) fb0147ax",3.6,49869,/HP-Graphics-15-6-inch-Backlit-fb0147AX/dp/B0C946F286/ref=sr_1_74?dib=eyJ2IjoiMSJ9.kyQY7M1QLaBx5rVJqEEsOqkLam4xtelQOVl_w63gImJUyPXWiDbVZnSBcF4u99-qdAHKJ8jd9lQZ7eGuWAFOaLsSoaNMilWK2hPENx1CPvobEYFe-U5iP4WunYRZF1FUUrwcFihOfVx6AaZZQjnx0nmEqwojtk7S9y2c0PxDFQrWtsIep2ELhdmq3Yej6wE-JN6sixkSBS2DkpsjbX_BFhUBLLd19NWzR995vJZGftw.IARxkHJN5cy-W09fwnBXz6HBPSUjqwZ3dw62BjhTKoQ&dib_tag=se&keywords=laptop&qid=1738436455&sr=8-74&xpid=33P0v7PZbFYE1
"lenovo ideapad slim 5 12th gen intel core i5 12450h 14"" (35.5cm) wuxga+ ips laptop (16gb/512gb ssd/win 11/office 2021/backlit kb/fhd camera/alexa/3 month game pass/cloud grey/1.46kg), 83bf000uin",3.9,52990,/Lenovo-IdeaPad-12450H-Backlit-83BF000UIN/dp/B0CFF518HZ/ref=sr_1_75?dib=eyJ2IjoiMSJ9.kyQY7M1QLaBx5rVJqEEsOqkLam4xtelQOVl_w63gImJUyPXWiDbVZnSBcF4u99-qdAHKJ8jd9lQZ7eGuWAFOaLsSoaNMilWK2hPENx1CPvobEYFe-U5iP4WunYRZF1FUUrwcFihOfVx6AaZZQjnx0nmEqwojtk7S9y2c0PxDFQrWtsIep2ELhdmq3Yej6wE-JN6sixkSBS2DkpsjbX_BFhUBLLd19NWzR995vJZGftw.IARxkHJN5cy-W09fwnBXz6HBPSUjqwZ3dw62BjhTKoQ&dib_tag=se&keywords=laptop&qid=1738436455&sr=8-75&xpid=33P0v7PZbFYE1
"hp [smart choice omen gaming laptop, amd ryzen 7 7840hs, 8gb rtx 4060 gpu, 16.1""(40.9 cm), fhd, ips, 165 hz, 300 nits, 16gb ddr5, 1tb ssd, rgb kb, 7ms response time (win 11, black, 2.32 kg),xd0020ax",3.9,112990,/Choice-HP-Gaming-Response-xd0020AX/dp/B0CCVZP835/ref=sr_1_76?dib=eyJ2IjoiMSJ9.kyQY7M1QLaBx5rVJqEEsOqkLam4xtelQOVl_w63gImJUyPXWiDbVZnSBcF4u99-qdAHKJ8jd9lQZ7eGuWAFOaLsSoaNMilWK2hPENx1CPvobEYFe-U5iP4WunYRZF1FUUrwcFihOfVx6AaZZQjnx0nmEqwojtk7S9y2c0PxDFQrWtsIep2ELhdmq3Yej6wE-JN6sixkSBS2DkpsjbX_BFhUBLLd19NWzR995vJZGftw.IARxkHJN5cy-W09fwnBXz6HBPSUjqwZ3dw62BjhTKoQ&dib_tag=se&keywords=laptop&qid=1738436455&sr=8-76&xpid=33P0v7PZbFYE1
"hp 15, 13th gen intel core i3-1315u, 8gb ddr4, 512gb ssd, (win 11, office 21, silver, 1.59kg), anti-glare, micro-edge, 15.6-inch(39.6cm), fhd laptop, intel uhd graphics, 1080p fhd camera, fd0186tu",4.1,39649,/HP-Keyboard-15-6-inch-Windows-fd0186TU/dp/B0D2KDCWJL/ref=sr_1_77?dib=eyJ2IjoiMSJ9.kyQY7M1QLaBx5rVJqEEsOqkLam4xtelQOVl_w63gImJUyPXWiDbVZnSBcF4u99-qdAHKJ8jd9lQZ7eGuWAFOaLsSoaNMilWK2hPENx1CPvobEYFe-U5iP4WunYRZF1FUUrwcFihOfVx6AaZZQjnx0nmEqwojtk7S9y2c0PxDFQrWtsIep2ELhdmq3Yej6wE-JN6sixkSBS2DkpsjbX_BFhUBLLd19NWzR995vJZGftw.IARxkHJN5cy-W09fwnBXz6HBPSUjqwZ3dw62BjhTKoQ&dib_tag=se&keywords=laptop&qid=1738436455&sr=8-77&xpid=33P0v7PZbFYE1
"msi modern 14, intel 12th gen. i3 1215u,36cm laptop(8gb/512gb nvme ssd/windows 11 home/uhd graphic/classic black/1.4kg),c12mo-1205in",4.3,29990,/MSI-Windows-Graphic-Classic-C12MO-1205IN/dp/B0D22L96QY/ref=sr_1_78?dib=eyJ2IjoiMSJ9.kyQY7M1QLaBx5rVJqEEsOqkLam4xtelQOVl_w63gImJUyPXWiDbVZnSBcF4u99-qdAHKJ8jd9lQZ7eGuWAFOaLsSoaNMilWK2hPENx1CPvobEYFe-U5iP4WunYRZF1FUUrwcFihOfVx6AaZZQjnx0nmEqwojtk7S9y2c0PxDFQrWtsIep2ELhdmq3Yej6wE-JN6sixkSBS2DkpsjbX_BFhUBLLd19NWzR995vJZGftw.IARxkHJN5cy-W09fwnBXz6HBPSUjqwZ3dw62BjhTKoQ&dib_tag=se&keywords=laptop&qid=1738436455&sr=8-78&xpid=33P0v7PZbFYE1
"dell inspiron 3530 laptop, 13th generation intel core i7-1355u processor, 16gb, 512gb, 15.6"" (39.62cm) fhd 120hz display, backlit kb, windows 11 + mso'21, 15 month mcafee, silver, thin & light-1.62kg",3.9,68790,/Dell-Inspiron-3530-Generation-Light-1-62kg/dp/B0DFCM24S3/ref=sr_1_79?dib=eyJ2IjoiMSJ9.kyQY7M1QLaBx5rVJqEEsOqkLam4xtelQOVl_w63gImJUyPXWiDbVZnSBcF4u99-qdAHKJ8jd9lQZ7eGuWAFOaLsSoaNMilWK2hPENx1CPvobEYFe-U5iP4WunYRZF1FUUrwcFihOfVx6AaZZQjnx0nmEqwojtk7S9y2c0PxDFQrWtsIep2ELhdmq3Yej6wE-JN6sixkSBS2DkpsjbX_BFhUBLLd19NWzR995vJZGftw.IARxkHJN5cy-W09fwnBXz6HBPSUjqwZ3dw62BjhTKoQ&dib_tag=se&keywords=laptop&qid=1738436455&sr=8-79&xpid=33P0v7PZbFYE1
"dell inspiron 15 3530 laptop - powerful 15.6 inch fhd (39.62cm) display, intel core i7-1355u, 16 gb ram, 512 gb ssd, windows 11 home, platinum silver, thin and light, ideal for data mavens",3.9,69490,/Dell-Inspiron-3530-i7-1355U-Processor/dp/B0CJK111K3/ref=sr_1_80?dib=eyJ2IjoiMSJ9.kyQY7M1QLaBx5rVJqEEsOqkLam4xtelQOVl_w63gImJUyPXWiDbVZnSBcF4u99-qdAHKJ8jd9lQZ7eGuWAFOaLsSoaNMilWK2hPENx1CPvobEYFe-U5iP4WunYRZF1FUUrwcFihOfVx6AaZZQjnx0nmEqwojtk7S9y2c0PxDFQrWtsIep2ELhdmq3Yej6wE-JN6sixkSBS2DkpsjbX_BFhUBLLd19NWzR995vJZGftw.IARxkHJN5cy-W09fwnBXz6HBPSUjqwZ3dw62BjhTKoQ&dib_tag=se&keywords=laptop&qid=1738436455&sr=8-80&xpid=33P0v7PZbFYE1
"acer alg gaming laptop 13th gen intel core i7 processor (16gb ddr4/512gb ssd/6gb rtx3050 graphics/144hz/win11home/wifi 6) al15g-53, 39.62cm (15.6"") fhd display, premium metal body, steel gray, 1.99kg",3.6,78990,/Acer-Processor-Graphics-Win11Home-AL15G-53/dp/B0DFHFCS4Y/ref=sr_1_82?dib=eyJ2IjoiMSJ9.uaUIZNb7Kh7m2jWGIUixM43K6t6xbHU0wo9SSvaztGlxvUj6gcoA5sJwoc-ZC9rHPvNrV41pVtWLLWWGkIKfkxld1B34r543cea6vSAf7tk7W93YehojuHFkGUpt64o4kv0PBORBiVab4VZmanf9y9cnCMmZgO_fdQw1R-rrcBIU3w8pS02_OgBs2wPtCqHdiKGmHXUftZlXyRUr7uTUd5BAbUfQl1DEJUQ85sN1HwU.Q81cXXEgW8HsPFUx43MbAZUeAjljI9IP7q4L2sOW5Bo&dib_tag=se&keywords=laptop&qid=1738436509&sr=8-82&xpid=33P0v7PZbFYE1
"lenovo ideapad pro 5 intel evo core ultra 9 185h built-in ai 14"" (35.5cm) 2.8k-oled 400nits 120hz laptop (32gb/1tb ssd/intel arc gpu/win11/mso 21/fhd+ir cam/1yr adp free/grey/1.4kg), 83d2001gin",4.2,105990,/Lenovo-IdeaPad-35-56cm-2-8K-OLED-83D2001GIN/dp/B0CY2LDT1S/ref=sr_1_83?dib=eyJ2IjoiMSJ9.uaUIZNb7Kh7m2jWGIUixM43K6t6xbHU0wo9SSvaztGlxvUj6gcoA5sJwoc-ZC9rHPvNrV41pVtWLLWWGkIKfkxld1B34r543cea6vSAf7tk7W93YehojuHFkGUpt64o4kv0PBORBiVab4VZmanf9y9cnCMmZgO_fdQw1R-rrcBIU3w8pS02_OgBs2wPtCqHdiKGmHXUftZlXyRUr7uTUd5BAbUfQl1DEJUQ85sN1HwU.Q81cXXEgW8HsPFUx43MbAZUeAjljI9IP7q4L2sOW5Bo&dib_tag=se&keywords=laptop&qid=1738436509&sr=8-83&xpid=33P0v7PZbFYE1
"msi sword 16 hx, intel 13th gen. i9-13980hx, 41cm 16:10 fhd+ 144hz gaming laptop(32gb/1tb nvme ssd/windows 11 home/office 2021/nvidia geforce rtx 4060, gddr6 8gb /cosmos gray/2.3kg),13vfkg-652in",4,134990,/MSI-Sword-Intel-13th-i9-13980HX/dp/B0C2P6C35M/ref=sr_1_84?dib=eyJ2IjoiMSJ9.uaUIZNb7Kh7m2jWGIUixM43K6t6xbHU0wo9SSvaztGlxvUj6gcoA5sJwoc-ZC9rHPvNrV41pVtWLLWWGkIKfkxld1B34r543cea6vSAf7tk7W93YehojuHFkGUpt64o4kv0PBORBiVab4VZmanf9y9cnCMmZgO_fdQw1R-rrcBIU3w8pS02_OgBs2wPtCqHdiKGmHXUftZlXyRUr7uTUd5BAbUfQl1DEJUQ85sN1HwU.Q81cXXEgW8HsPFUx43MbAZUeAjljI9IP7q4L2sOW5Bo&dib_tag=se&keywords=laptop&qid=1738436509&sr=8-84&xpid=33P0v7PZbFYE1
"acer aspire lite 13th gen intel core i3-1305u thin and light premium laptop (windows 11 home/8 gb ram/256 gb ssd/36 whr) al15-53 with 39.62cm (15.6"") full hd display, metal body, steel gray, 1.59 kg",0,32990,/Acer-i3-1305U-Premium-Windows-AL15-53/dp/B0DPKWMTG5/ref=sr_1_85?dib=eyJ2IjoiMSJ9.uaUIZNb7Kh7m2jWGIUixM43K6t6xbHU0wo9SSvaztGlxvUj6gcoA5sJwoc-ZC9rHPvNrV41pVtWLLWWGkIKfkxld1B34r543cea6vSAf7tk7W93YehojuHFkGUpt64o4kv0PBORBiVab4VZmanf9y9cnCMmZgO_fdQw1R-rrcBIU3w8pS02_OgBs2wPtCqHdiKGmHXUftZlXyRUr7uTUd5BAbUfQl1DEJUQ85sN1HwU.Q81cXXEgW8HsPFUx43MbAZUeAjljI9IP7q4L2sOW5Bo&dib_tag=se&keywords=laptop&qid=1738436509&sr=8-85&xpid=33P0v7PZbFYE1
"dell alienware m18 r1, windows 11 home, intel core i9-13980hx| nvidia rtx 4090, 16gb|64gb ram|1tb ssd, fhd|window 11|ms office' 21|18.0"" (45.72cm)|dark metallic moon|2.72kg|gaming laptop",4.1,394760,/Dell-Alienware-i9-13980HX-Processor-Metallic/dp/B0C9F1VXCJ/ref=sr_1_88?dib=eyJ2IjoiMSJ9.uaUIZNb7Kh7m2jWGIUixM43K6t6xbHU0wo9SSvaztGlxvUj6gcoA5sJwoc-ZC9rHPvNrV41pVtWLLWWGkIKfkxld1B34r543cea6vSAf7tk7W93YehojuHFkGUpt64o4kv0PBORBiVab4VZmanf9y9cnCMmZgO_fdQw1R-rrcBIU3w8pS02_OgBs2wPtCqHdiKGmHXUftZlXyRUr7uTUd5BAbUfQl1DEJUQ85sN1HwU.Q81cXXEgW8HsPFUx43MbAZUeAjljI9IP7q4L2sOW5Bo&dib_tag=se&keywords=laptop&qid=1738436509&sr=8-88&xpid=33P0v7PZbFYE1
